Datetime,Rolling_8hr_O3_NW,Rolling_8hr_O3_NE,Rolling_8hr_O3_SW,Rolling_8hr_O3_SE
2021-06-02 00:00:00-06:00,42.31693,42.709866,43.01498,43.50203
2021-06-03 00:00:00-06:00,45.958836,46.126198,46.517185,46.844128
2021-06-04 00:00:00-06:00,47.235794,47.51786,47.352356,47.273575
2021-06-05 00:00:00-06:00,48.712208,49.10404,50.83939,52.702812
2021-06-06 00:00:00-06:00,71.63933,71.94643,71.774025,71.677086
2021-06-07 00:00:00-06:00,59.340916,60.369347,59.833817,60.501736
2021-06-08 00:00:00-06:00,55.392723,56.08815,55.92589,57.71727
2021-06-09 00:00:00-06:00,59.07019,58.66174,59.550255,58.813736
2021-06-10 00:00:00-06:00,53.230095,53.39175,53.594566,53.656048
2021-06-11 00:00:00-06:00,54.543976,54.7432,54.570198,54.462715
2021-06-12 00:00:00-06:00,51.61692,52.23485,52.000847,52.676598
2021-06-13 00:00:00-06:00,60.702576,60.414257,61.260876,60.421246
2021-06-14 00:00:00-06:00,57.17053,57.682587,57.81951,57.40228
2021-06-15 00:00:00-06:00,50.95752,51.45943,51.453854,51.87094
2021-06-16 00:00:00-06:00,,,,
2021-06-17 00:00:00-06:00,,,,
2021-06-18 00:00:00-06:00,44.32904,44.42418,46.71982,44.568363
2021-06-19 00:00:00-06:00,51.555523,51.36107,51.390724,51.335335
2021-06-20 00:00:00-06:00,35.870834,36.212925,35.774178,35.83215
2021-06-21 00:00:00-06:00,48.276432,48.730812,48.79312,49.145218
2021-06-22 00:00:00-06:00,60.458847,60.59025,61.40918,59.65478
2021-06-23 00:00:00-06:00,65.15196,65.49339,66.11435,66.03695
2021-06-24 00:00:00-06:00,62.0627,62.20903,62.002724,61.73235
2021-06-25 00:00:00-06:00,54.427162,56.049313,54.03735,56.095787
2021-06-26 00:00:00-06:00,44.941303,45.672096,45.33699,45.81459
2021-06-27 00:00:00-06:00,47.66407,46.35973,47.211555,45.57002
2021-06-28 00:00:00-06:00,44.137608,44.20482,44.43802,44.523174
2021-06-29 00:00:00-06:00,51.225006,52.491573,52.953888,51.387806
2021-06-30 00:00:00-06:00,65.364624,66.91864,67.24186,66.9581
2021-07-01 00:00:00-06:00,63.067554,64.069115,63.39617,63.12462
2021-07-02 00:00:00-06:00,66.16991,66.53201,66.44629,66.40561
2021-07-03 00:00:00-06:00,55.049107,55.632935,56.101357,56.809834
2021-07-04 00:00:00-06:00,55.876972,56.058083,55.95709,56.28416
2021-07-05 00:00:00-06:00,53.822544,54.147083,54.415512,54.49514
2021-07-06 00:00:00-06:00,54.30393,54.81156,54.839825,55.6236
2021-07-07 00:00:00-06:00,59.423595,59.636246,59.597652,59.327282
2021-07-08 00:00:00-06:00,54.26907,54.629433,55.526035,54.632427
2021-07-09 00:00:00-06:00,73.401276,73.61589,74.592545,74.87086
2021-07-10 00:00:00-06:00,65.59644,66.69841,66.00531,66.12823
2021-07-11 00:00:00-06:00,59.685047,59.99623,59.941086,60.5409
2021-07-12 00:00:00-06:00,64.9298,65.86334,65.80382,66.29491
2021-07-13 00:00:00-06:00,69.351814,69.096214,70.34092,70.60818
2021-07-14 00:00:00-06:00,66.45282,67.11175,67.58632,67.48851
2021-07-15 00:00:00-06:00,66.15015,66.36902,66.50607,66.25653
2021-07-16 00:00:00-06:00,67.70962,68.101,67.75934,67.62164
2021-07-17 00:00:00-06:00,63.37281,63.550205,63.693737,63.858364
2021-07-18 00:00:00-06:00,59.99006,60.414307,60.997517,62.333397
2021-07-19 00:00:00-06:00,58.592224,59.911568,59.548065,60.03545
2021-07-20 00:00:00-06:00,56.23798,57.65338,56.8639,56.511578
2021-07-21 00:00:00-06:00,58.509426,58.973877,59.187515,59.007317
2021-07-22 00:00:00-06:00,56.521713,56.98128,57.040516,56.548576
2021-07-23 00:00:00-06:00,59.522034,59.6875,59.852985,60.306515
2021-07-24 00:00:00-06:00,63.173267,63.3173,63.79987,63.252316
2021-07-25 00:00:00-06:00,61.573658,60.565887,64.04866,61.67854
2021-07-26 00:00:00-06:00,65.10551,65.62744,66.08189,66.69122
2021-07-27 00:00:00-06:00,65.16843,65.30415,65.82397,65.03458
2021-07-28 00:00:00-06:00,59.157593,61.515186,60.796413,60.38957
2021-07-29 00:00:00-06:00,58.728424,59.316017,59.444252,59.261066
2021-07-30 00:00:00-06:00,67.18699,67.92633,67.47339,67.657036
2021-07-31 00:00:00-06:00,69.19835,70.357056,70.20596,70.217995
2021-08-01 00:00:00-06:00,68.48229,69.557014,70.319275,70.73124
2021-08-02 00:00:00-06:00,63.14287,63.29126,66.16674,63.332657
2021-08-03 00:00:00-06:00,58.476936,58.984276,59.022476,59.529427
2021-08-04 00:00:00-06:00,56.72467,57.39799,57.190765,57.660473
2021-08-05 00:00:00-06:00,61.74974,62.45704,61.914772,61.8267
2021-08-06 00:00:00-06:00,57.81016,58.177025,56.821087,56.384624
2021-08-07 00:00:00-06:00,49.690388,50.76494,50.21636,51.397903
2021-08-08 00:00:00-06:00,51.35176,51.947693,51.40961,52.06505
2021-08-09 00:00:00-06:00,61.026783,61.725323,63.792183,61.511967
2021-08-10 00:00:00-06:00,60.395145,61.64744,63.332504,59.824425
2021-08-11 00:00:00-06:00,41.07215,42.23616,44.12173,40.860718
2021-08-12 00:00:00-06:00,35.82817,37.742496,35.59293,36.851746
2021-08-13 00:00:00-06:00,43.318577,44.400288,45.18033,44.37605
2021-08-14 00:00:00-06:00,48.16687,48.344418,48.906837,48.965588
2021-08-15 00:00:00-06:00,53.482292,53.90372,54.16252,54.21752
2021-08-16 00:00:00-06:00,50.50766,52.136032,51.63034,53.70343
2021-08-17 00:00:00-06:00,44.50537,45.761955,46.97624,45.03743
2021-08-18 00:00:00-06:00,49.233017,49.43807,50.61989,49.974632
2021-08-19 00:00:00-06:00,,,,
2021-08-20 00:00:00-06:00,,,,
2021-08-21 00:00:00-06:00,,,,
2021-08-22 00:00:00-06:00,,,,
2021-08-23 00:00:00-06:00,46.352066,46.497948,48.390556,48.172047
2021-08-24 00:00:00-06:00,50.317616,54.207806,51.925205,55.162815
2021-08-25 00:00:00-06:00,70.7953,72.82004,76.11499,74.56745
2021-08-26 00:00:00-06:00,77.929504,78.99793,78.72366,78.9603
2021-08-27 00:00:00-06:00,57.88006,56.755825,59.801865,55.858128
2021-08-28 00:00:00-06:00,43.85732,46.630592,45.051308,44.704304
2021-08-29 00:00:00-06:00,51.9674,52.210697,53.053596,52.63559
2021-08-30 00:00:00-06:00,79.68036,78.573555,80.57224,78.96843
2021-08-31 00:00:00-06:00,60.003204,67.3415,65.917564,67.49637
2021-09-01 00:00:00-06:00,57.93947,58.114586,58.36721,58.380703
2021-09-02 00:00:00-06:00,56.50602,56.59332,56.58026,55.854485
2021-09-03 00:00:00-06:00,53.134483,53.792988,54.05774,54.311943
2021-09-04 00:00:00-06:00,54.293297,55.908554,57.089714,55.99622
2021-09-05 00:00:00-06:00,66.83235,68.097755,67.69394,69.03573
2021-09-06 00:00:00-06:00,66.39899,66.684265,69.06369,69.033554
2021-09-07 00:00:00-06:00,59.849358,60.735897,62.67393,61.470314
2021-09-08 00:00:00-06:00,63.45689,64.930046,67.11617,66.58029
2021-09-09 00:00:00-06:00,69.02869,68.33721,70.1007,68.068634
2021-09-10 00:00:00-06:00,63.80004,63.855194,64.053474,63.540417
2021-09-11 00:00:00-06:00,61.922825,62.339203,62.359066,62.574463
2021-09-12 00:00:00-06:00,57.803127,58.530933,58.465416,59.27954
2021-09-13 00:00:00-06:00,52.118813,52.28138,53.060287,52.96385
2021-09-14 00:00:00-06:00,45.16343,45.010925,45.676765,45.416348
